idade,escolaridade,estado_civil,regiao,num_dependentes,tipo_contrato,anos_emprego,renda_mensal,valor_emprestimo,prazo_meses,taxa_juros_mensal,historico_pagamentos,score_credito,inadimplente
42,Médio,Solteiro,Sudeste,0,Autônomo,1.3,3297.33,35300.0,24,3.31,Bom,600,0
40,Médio,Divorciado,Nordeste,0,Servidor Público,13.3,2597.75,12600.0,36,1.09,Excelente,747,0
34,Médio,Casado,Sudeste,2,CLT,2.2,3230.44,36700.0,60,2.13,Bom,589,0
39,Médio,Solteiro,Sudeste,3,CLT,10.9,1320.0,16000.0,24,2.03,Bom,572,0
36,Superior,Solteiro,Sudeste,0,CLT,0.4,7450.95,74000.0,84,2.38,Bom,697,0
45,Pós-graduação,Solteiro,Norte,0,Autônomo,5.8,10286.18,74000.0,12,3.47,Bom,657,0
48,Médio,Casado,Sul,0,CLT,0.4,4032.78,14100.0,36,2.41,Regular,607,0
29,Superior,Casado,Sul,0,Autônomo,0.9,7019.71,90800.0,60,4.22,Bom,648,0
23,Superior,Divorciado,Centro-Oeste,0,CLT,3.8,5028.15,80700.0,36,2.13,Ruim,483,0
18,Médio,Divorciado,Norte,1,CLT,2.3,2561.99,35900.0,48,2.02,Excelente,693,0
43,Superior,Solteiro,Norte,1,Servidor Público,4.4,3515.46,57600.0,24,1.42,Excelente,667,0
25,Médio,Solteiro,Sudeste,1,CLT,14.5,4114.35,69700.0,60,1.62,Regular,597,0
18,Superior,Solteiro,Sudeste,0,CLT,0.2,7387.2,72000.0,24,2.37,Bom,652,0
42,Superior,Casado,Centro-Oeste,1,CLT,0.9,8470.8,114100.0,72,1.55,Bom,641,0
65,Médio,Divorciado,Sudeste,0,Servidor Público,4.1,2632.35,23600.0,48,0.9,Bom,658,0
37,Pós-graduação,Casado,Centro-Oeste,0,CLT,9.1,8003.41,134400.0,48,2.13,Bom,669,0
47,Superior,Casado,Nordeste,1,Autônomo,6.4,5101.9,58400.0,72,2.34,Excelente,729,0
38,Médio,Casado,Nordeste,0,Empresário,2.5,2844.02,40600.0,60,2.78,Regular,490,0
36,Superior,Solteiro,Sudeste,2,CLT,5.5,5034.45,16200.0,60,2.33,Bom,645,0
48,Médio,Solteiro,Sudeste,0,CLT,0.9,2686.43,31300.0,72,1.57,Bom,616,0
34,Pós-graduação,Casado,Centro-Oeste,2,Autônomo,0.1,10118.3,143000.0,24,3.69,Regular,639,0
40,Superior,Casado,Sudeste,1,CLT,3.4,7177.74,49200.0,60,1.22,Bom,640,0
41,Fundamental,Solteiro,Sudeste,1,CLT,6.7,1320.0,4200.0,36,2.4,Regular,532,0
30,Médio,Casado,Sul,2,CLT,2.3,1320.0,18700.0,36,1.72,Ruim,398,1
48,Superior,Divorciado,Sudeste,0,CLT,3.4,8600.16,69400.0,12,1.48,Ruim,553,1
36,Fundamental,Casado,Sudeste,0,Servidor Público,2.2,1701.5,16000.0,72,0.94,Bom,591,0
29,Fundamental,Casado,Nordeste,1,Autônomo,2.9,1320.0,15100.0,60,2.55,Excelente,674,0
43,Médio,Casado,Sudeste,1,CLT,8.6,3437.16,16000.0,24,2.5,Excelente,709,0
28,Médio,Casado,Sudeste,1,Servidor Público,2.6,2373.66,10800.0,36,1.04,Regular,522,0
38,Médio,Casado,Sudeste,2,Autônomo,0.0,3349.02,58300.0,48,2.74,Excelente,664,0
37,Médio,Viúvo,Sul,0,CLT,6.4,3391.07,27400.0,48,2.11,Bom,679,0
49,Médio,Solteiro,Norte,4,CLT,3.8,2570.28,17600.0,48,1.7,Regular,548,0
43,Superior,Casado,Nordeste,0,Autônomo,5.2,9460.39,35200.0,48,2.46,Ruim,479,0
37,Médio,Solteiro,Sul,0,CLT,9.3,2074.93,11600.0,48,1.68,Excelente,741,0
46,Médio,Solteiro,Nordeste,3,CLT,1.3,4271.37,40400.0,72,2.03,Excelente,707,0
53,Médio,Casado,Sudeste,0,CLT,2.8,2574.8,20900.0,36,1.9,Excelente,700,0
44,Superior,Divorciado,Norte,4,CLT,3.7,5198.82,48700.0,72,2.18,Excelente,716,0
38,Fundamental,Casado,Sudeste,0,Autônomo,1.7,1598.45,21700.0,24,3.06,Ruim,387,1
23,Fundamental,Solteiro,Sudeste,0,CLT,7.5,1399.16,17700.0,24,1.75,Excelente,717,0
26,Fundamental,Solteiro,Sudeste,0,CLT,4.8,2246.45,23400.0,36,2.32,Regular,584,0
34,Superior,Casado,Nordeste,1,CLT,5.3,6064.44,92300.0,24,1.2,Excelente,708,0
31,Superior,Solteiro,Sudeste,1,Autônomo,6.6,2682.67,42500.0,84,3.43,Excelente,661,0
35,Superior,Solteiro,Nordeste,0,CLT,1.2,4066.35,48200.0,36,2.22,Excelente,731,0
38,Superior,Casado,Sul,0,Autônomo,5.5,5262.24,25100.0,60,4.03,Excelente,717,0
43,Superior,Solteiro,Norte,0,CLT,5.9,1320.0,12000.0,60,2.35,Excelente,675,0
37,Médio,Casado,Sul,0,CLT,7.4,3070.82,38400.0,36,2.16,Excelente,661,0
43,Superior,Casado,Norte,3,CLT,2.7,1393.69,5500.0,24,1.99,Regular,482,0
38,Fundamental,Solteiro,Sudeste,1,Autônomo,2.8,1885.64,6200.0,36,2.25,Excelente,652,1
18,Superior,Casado,Sudeste,2,CLT,0.4,2914.38,50200.0,48,2.07,Excelente,607,0
27,Superior,Casado,Norte,0,Autônomo,7.6,4690.16,65400.0,84,3.47,Excelente,717,0
36,Médio,Casado,Norte,0,CLT,3.0,1837.5,9700.0,48,2.15,Regular,569,0
24,Médio,Casado,Centro-Oeste,2,Empresário,3.6,2259.09,21900.0,84,2.62,Excelente,681,0
44,Médio,Solteiro,Sul,2,CLT,0.5,2045.0,12100.0,48,2.13,Bom,534,0
54,Superior,Divorciado,Sudeste,3,CLT,3.7,1534.75,4800.0,24,2.47,Excelente,666,0
51,Superior,Casado,Sudeste,1,CLT,0.2,7407.39,65700.0,36,1.21,Bom,667,0
35,Superior,Solteiro,Sudeste,0,CLT,10.3,5036.16,64100.0,60,2.06,Bom,685,0
54,Médio,Solteiro,Sudeste,0,Servidor Público,8.0,2309.23,40000.0,36,1.18,Regular,562,0
39,Superior,Solteiro,Sul,2,CLT,0.9,6615.73,96200.0,24,2.03,Excelente,677,0
34,Superior,Solteiro,Nordeste,0,Servidor Público,3.6,1320.0,8500.0,24,0.86,Bom,624,0
31,Superior,Casado,Nordeste,3,CLT,3.7,5513.07,44300.0,36,2.27,Bom,641,0
34,Médio,Solteiro,Sul,2,Servidor Público,6.5,1986.07,21500.0,48,0.88,Excelente,691,0
33,Médio,Solteiro,Centro-Oeste,3,Servidor Público,5.7,3566.61,20900.0,72,1.42,Excelente,737,0
39,Superior,Casado,Sudeste,2,Empresário,20.0,6954.23,107800.0,48,2.5,Bom,723,0
39,Superior,Solteiro,Centro-Oeste,2,CLT,1.7,2246.0,12400.0,60,1.68,Ruim,372,1
38,Pós-graduação,Casado,Sul,0,Servidor Público,0.5,8987.24,66100.0,48,1.47,Ruim,543,0
42,Fundamental,Casado,Centro-Oeste,1,CLT,3.4,2471.79,28800.0,48,2.14,Bom,555,0
51,Fundamental,Solteiro,Sudeste,0,CLT,5.8,1320.0,6400.0,24,1.99,Bom,610,0
48,Pós-graduação,Casado,Sudeste,2,Autônomo,1.3,10728.58,132700.0,72,4.01,Bom,646,0
21,Médio,Casado,Nordeste,1,CLT,1.1,3243.16,55700.0,36,1.38,Regular,525,0
18,Superior,Casado,Nordeste,2,Autônomo,6.5,3071.91,41100.0,36,2.71,Excelente,689,0
48,Médio,Solteiro,Sul,2,Empresário,5.6,2668.44,40500.0,36,1.98,Regular,506,0
22,Fundamental,Casado,Centro-Oeste,2,Servidor Público,0.9,1320.0,12600.0,24,1.23,Regular,530,1
35,Superior,Divorciado,Norte,0,CLT,8.1,3917.55,33200.0,48,1.23,Excelente,726,0
25,Superior,Casado,Sudeste,3,Autônomo,0.6,3614.26,28700.0,36,2.24,Ruim,446,0
18,Médio,Solteiro,Nordeste,0,CLT,0.5,2189.22,28300.0,48,2.28,Excelente,639,0
43,Médio,Casado,Nordeste,2,CLT,1.7,2683.24,28900.0,48,1.52,Ruim,383,0
46,Superior,Casado,Nordeste,1,Autônomo,8.7,3174.37,32000.0,48,3.08,Bom,612,0
31,Fundamental,Casado,Sudeste,2,Autônomo,4.8,1320.0,6000.0,36,2.54,Regular,533,0
18,Superior,Casado,Sudeste,1,Empresário,2.0,6822.36,89400.0,60,2.05,Excelente,771,0
31,Médio,Casado,Norte,2,CLT,0.7,3950.09,54800.0,48,1.97,Bom,594,0
42,Superior,Divorciado,Sudeste,1,Empresário,5.0,4957.32,29500.0,24,2.69,Excelente,645,0
21,Pós-graduação,Casado,Sul,2,Autônomo,3.7,14240.97,150000.0,72,4.46,Excelente,805,0
40,Superior,Casado,Centro-Oeste,0,CLT,17.6,4199.53,68000.0,24,1.94,Regular,650,0
37,Médio,Solteiro,Sul,2,CLT,5.8,4279.3,24000.0,60,1.72,Bom,601,0
44,Superior,Divorciado,Nordeste,0,CLT,0.4,7788.41,76200.0,60,1.46,Regular,597,0
39,Médio,Divorciado,Centro-Oeste,2,CLT,5.2,2628.79,42400.0,12,2.37,Regular,557,0
27,Médio,Solteiro,Nordeste,0,CLT,1.2,2436.6,25100.0,72,2.16,Bom,549,0
51,Pós-graduação,Casado,Nordeste,0,Autônomo,13.1,7095.59,108100.0,36,3.87,Bom,750,0
36,Superior,Solteiro,Sul,2,CLT,0.1,3011.28,18800.0,60,1.9,Regular,546,0
37,Superior,Casado,Sudeste,2,Empresário,1.1,6766.6,26800.0,36,2.36,Excelente,694,0
27,Médio,Casado,Nordeste,2,Servidor Público,2.8,2687.46,10500.0,48,0.94,Excelente,690,0
33,Fundamental,Solteiro,Sudeste,3,CLT,0.3,1761.58,31000.0,84,2.43,Bom,628,0
28,Fundamental,Divorciado,Norte,0,CLT,1.7,1605.8,8800.0,48,2.09,Ruim,405,0
36,Superior,Solteiro,Nordeste,0,Autônomo,2.8,6600.76,105400.0,36,4.34,Bom,695,0
56,Superior,Casado,Sul,0,Autônomo,2.4,2131.55,16500.0,48,3.77,Regular,541,0
22,Médio,Casado,Nordeste,1,Servidor Público,2.5,2415.12,8700.0,60,1.11,Regular,492,0
20,Superior,Solteiro,Sul,1,CLT,8.4,4384.22,29000.0,36,1.56,Bom,601,0
54,Fundamental,Solteiro,Sul,2,Autônomo,2.8,1320.0,14000.0,72,2.44,Excelente,679,0
35,Médio,Solteiro,Nordeste,0,Autônomo,11.3,1320.0,6100.0,72,3.95,Regular,531,0
30,Médio,Casado,Nordeste,0,CLT,0.6,2861.42,48200.0,24,1.64,Bom,641,0
49,Médio,Casado,Sudeste,2,CLT,1.3,1981.26,32700.0,60,1.33,Ruim,341,0
31,Fundamental,Solteiro,Sudeste,0,Autônomo,4.3,1320.0,6900.0,72,3.45,Excelente,689,0
58,Pós-graduação,Solteiro,Sudeste,1,CLT,1.3,12749.46,150000.0,36,1.49,Excelente,764,0
45,Médio,Solteiro,Sudeste,0,Empresário,1.7,3418.7,33900.0,36,2.26,Excelente,743,0
32,Pós-graduação,Casado,Sudeste,4,Servidor Público,9.3,7366.13,130600.0,12,1.41,Regular,587,0
61,Médio,Casado,Sudeste,1,Autônomo,3.1,4920.14,18800.0,24,3.22,Regular,573,0
31,Pós-graduação,Solteiro,Centro-Oeste,3,Autônomo,1.6,7133.81,71800.0,84,4.15,Regular,536,0
46,Superior,Casado,Norte,1,CLT,6.0,7991.45,58200.0,36,2.06,Regular,595,0
41,Pós-graduação,Solteiro,Sudeste,0,Servidor Público,0.3,9801.63,136200.0,36,1.0,Excelente,781,0
52,Fundamental,Divorciado,Sudeste,0,CLT,3.3,1619.96,7600.0,36,1.77,Bom,613,0
55,Superior,Divorciado,Nordeste,2,CLT,0.4,11497.47,142800.0,24,1.45,Regular,569,0
38,Pós-graduação,Casado,Nordeste,4,Servidor Público,0.8,8174.45,140800.0,48,1.23,Bom,660,0
29,Fundamental,Divorciado,Norte,0,CLT,0.3,2006.09,19700.0,60,2.07,Regular,572,0
43,Fundamental,Divorciado,Sudeste,0,CLT,9.3,2293.08,22500.0,48,1.31,Excelente,765,0
30,Médio,Divorciado,Sul,1,Autônomo,0.2,4160.11,43400.0,12,2.48,Bom,651,0
60,Pós-graduação,Casado,Sudeste,1,CLT,2.9,10169.54,93900.0,60,1.9,Bom,678,0
39,Médio,Solteiro,Centro-Oeste,2,CLT,1.0,1320.0,12800.0,72,2.24,Ruim,369,0
33,Médio,Solteiro,Sudeste,1,CLT,1.9,2011.16,20000.0,36,2.4,Bom,564,0
40,Fundamental,Solteiro,Centro-Oeste,0,CLT,2.7,1944.59,34900.0,36,1.37,Excelente,644,0
23,Fundamental,Casado,Sudeste,3,CLT,2.4,2378.78,11300.0,24,2.28,Excelente,653,0
27,Superior,Solteiro,Sudeste,1,Servidor Público,5.5,3657.95,26600.0,36,1.16,Excelente,757,0
51,Fundamental,Solteiro,Centro-Oeste,2,CLT,9.7,2581.12,15900.0,48,1.51,Bom,585,0
30,Superior,Casado,Sudeste,2,CLT,1.4,5246.14,58600.0,60,1.23,Regular,540,0
26,Pós-graduação,Solteiro,Centro-Oeste,0,CLT,0.1,9632.62,29300.0,36,1.28,Ruim,487,0
43,Médio,Casado,Sudeste,0,CLT,9.0,1320.0,22200.0,36,1.24,Bom,603,0
51,Superior,Divorciado,Sudeste,0,CLT,15.4,5533.84,60700.0,48,1.39,Regular,625,0
45,Fundamental,Casado,Sudeste,4,CLT,2.3,1458.23,24000.0,24,2.34,Bom,605,0
48,Superior,Casado,Sudeste,2,Servidor Público,2.4,8304.73,67900.0,72,0.85,Ruim,482,0
29,Médio,Casado,Sul,0,CLT,0.6,2753.14,14500.0,60,1.82,Bom,629,0
22,Superior,Casado,Centro-Oeste,2,CLT,2.6,4781.44,28100.0,36,1.83,Bom,653,0
54,Médio,Solteiro,Nordeste,2,Autônomo,1.4,3089.45,31100.0,24,4.14,Ruim,429,1
34,Médio,Divorciado,Sudeste,0,CLT,20.7,2426.78,8700.0,72,1.67,Excelente,767,0
35,Superior,Solteiro,Sul,1,CLT,0.8,5089.14,74900.0,48,1.54,Excelente,698,0
52,Médio,Solteiro,Norte,2,Empresário,1.9,1320.0,19600.0,60,1.83,Regular,471,1
44,Superior,Casado,Sudeste,0,CLT,3.8,8833.18,119500.0,12,1.97,Bom,689,0
43,Médio,Solteiro,Sul,3,CLT,1.7,2708.08,44500.0,36,1.58,Excelente,659,0
61,Superior,Casado,Sudeste,2,Autônomo,2.6,4326.61,48600.0,48,2.83,Bom,656,0
30,Médio,Solteiro,Nordeste,0,Servidor Público,14.5,1798.19,18300.0,48,1.01,Bom,661,0
48,Superior,Solteiro,Sudeste,3,Servidor Público,2.8,6030.01,66000.0,36,0.86,Bom,615,0
38,Fundamental,Solteiro,Centro-Oeste,0,Autônomo,9.6,2075.23,11900.0,24,3.34,Bom,603,1
40,Médio,Solteiro,Sudeste,3,CLT,0.2,3681.66,39300.0,36,1.82,Excelente,677,0
54,Médio,Casado,Sul,1,Servidor Público,0.5,2472.88,27500.0,60,0.82,Bom,553,0
43,Superior,Divorciado,Sudeste,2,Autônomo,11.6,5715.62,82700.0,24,2.19,Bom,660,0
43,Médio,Casado,Nordeste,2,Autônomo,0.6,1946.35,16000.0,48,2.73,Bom,561,0
49,Superior,Divorciado,Centro-Oeste,0,Autônomo,5.3,4299.69,18800.0,36,2.57,Excelente,746,0
33,Superior,Solteiro,Sul,1,CLT,2.4,3912.77,46800.0,60,1.52,Excelente,706,0
28,Médio,Solteiro,Sudeste,1,CLT,2.1,3167.9,46900.0,24,1.61,Excelente,703,0
26,Superior,Solteiro,Centro-Oeste,2,Empresário,4.3,2001.67,35100.0,36,2.9,Bom,630,0
18,Fundamental,Casado,Nordeste,0,Empresário,5.2,1320.0,5700.0,36,2.07,Regular,520,0
60,Médio,Casado,Sudeste,4,Servidor Público,10.8,1634.64,23200.0,24,1.32,Excelente,654,0
25,Superior,Casado,Centro-Oeste,2,CLT,1.2,1382.64,16500.0,48,1.56,Regular,449,0
35,Superior,Casado,Sudeste,0,CLT,4.8,9143.79,29500.0,36,1.39,Excelente,769,0
34,Superior,Casado,Sudeste,2,CLT,1.7,3783.83,52100.0,84,2.04,Regular,503,0
41,Médio,Casado,Sul,1,Autônomo,5.1,2389.64,8100.0,48,3.49,Ruim,453,1
46,Médio,Divorciado,Nordeste,3,CLT,0.6,1665.61,24600.0,12,1.29,Regular,524,0
47,Fundamental,Solteiro,Sudeste,1,Servidor Público,2.4,1320.0,18200.0,48,0.8,Regular,543,0
31,Superior,Casado,Nordeste,0,Autônomo,0.8,2434.0,32400.0,72,2.25,Excelente,682,0
36,Médio,Casado,Nordeste,0,Autônomo,1.6,4488.41,21500.0,72,4.45,Bom,635,1
41,Superior,Casado,Nordeste,4,Empresário,5.0,3734.64,62700.0,84,2.57,Excelente,672,0
35,Médio,Solteiro,Sudeste,1,Servidor Público,1.1,2273.21,37500.0,72,1.16,Bom,662,0
55,Médio,Casado,Sudeste,0,Autônomo,4.6,3882.88,64100.0,24,2.91,Bom,624,0
43,Médio,Casado,Norte,1,CLT,2.7,2647.7,22300.0,12,1.91,Bom,612,0
46,Fundamental,Casado,Nordeste,0,Empresário,0.4,1871.83,19400.0,48,2.11,Bom,595,0
45,Médio,Solteiro,Nordeste,0,CLT,2.0,5011.73,23700.0,60,1.68,Bom,617,0
50,Superior,Divorciado,Sul,2,CLT,8.1,6172.25,23200.0,24,2.31,Regular,571,0
39,Superior,Casado,Sudeste,0,Servidor Público,18.1,2957.09,11500.0,24,1.01,Excelente,771,0
23,Médio,Casado,Nordeste,1,CLT,1.8,3499.31,40400.0,84,2.2,Regular,498,1
42,Médio,Casado,Sul,1,Autônomo,0.2,2815.07,22000.0,72,2.67,Excelente,719,0
30,Fundamental,Divorciado,Sudeste,1,CLT,0.6,2414.21,28200.0,24,2.3,Bom,619,0
32,Superior,Solteiro,Sudeste,1,Autônomo,6.2,6269.94,74500.0,36,2.44,Ruim,516,1
44,Fundamental,Solteiro,Sul,2,Empresário,4.3,1320.0,21900.0,72,2.14,Bom,590,0
51,Pós-graduação,Casado,Sudeste,0,Servidor Público,1.3,12934.81,150000.0,36,1.41,Regular,626,0
38,Médio,Casado,Sudeste,1,CLT,2.0,4593.67,63300.0,60,1.88,Bom,620,1
41,Médio,Solteiro,Sul,0,CLT,6.7,3922.15,59900.0,36,2.09,Regular,552,0
56,Pós-graduação,Viúvo,Centro-Oeste,1,Empresário,2.1,9581.77,29200.0,60,2.45,Ruim,535,1
40,Fundamental,Casado,Sudeste,1,Autônomo,5.6,1915.13,6200.0,36,3.54,Ruim,479,0
66,Superior,Casado,Sudeste,2,CLT,1.4,7016.16,69300.0,72,2.18,Excelente,724,0
44,Médio,Solteiro,Nordeste,2,Autônomo,5.2,3528.18,45200.0,36,3.2,Excelente,742,0
18,Médio,Solteiro,Sudeste,1,CLT,2.5,3739.62,55800.0,48,2.12,Bom,692,0
46,Médio,Casado,Sudeste,0,CLT,3.2,1320.0,12800.0,48,2.34,Ruim,485,1
42,Superior,Viúvo,Nordeste,2,Autônomo,3.7,4119.85,70500.0,48,3.18,Bom,606,0
52,Superior,Casado,Norte,4,CLT,2.4,9357.27,142500.0,36,2.26,Excelente,643,0
45,Fundamental,Viúvo,Sul,0,CLT,2.5,2275.71,10300.0,48,2.44,Ruim,458,0
36,Pós-graduação,Divorciado,Sudeste,0,Autônomo,1.2,15072.09,144700.0,24,2.25,Regular,669,0
24,Médio,Casado,Centro-Oeste,0,Servidor Público,17.0,1792.95,32100.0,72,0.84,Regular,606,0
35,Médio,Casado,Sudeste,1,Autônomo,9.4,2084.05,19100.0,24,4.38,Excelente,701,0
28,Médio,Casado,Nordeste,1,CLT,3.0,3789.6,33300.0,72,1.32,Excelente,733,0
31,Fundamental,Casado,Norte,3,Autônomo,0.1,3047.8,22600.0,60,3.07,Bom,535,1
44,Fundamental,Solteiro,Norte,1,Autônomo,0.7,1892.75,19500.0,36,3.78,Regular,558,0
56,Pós-graduação,Casado,Sudeste,0,Servidor Público,7.7,1955.79,27300.0,36,0.81,Bom,690,0
42,Médio,Solteiro,Sudeste,4,CLT,10.7,3147.6,11700.0,84,1.35,Excelente,699,0
24,Fundamental,Divorciado,Norte,0,CLT,0.7,2057.44,32000.0,24,1.64,Bom,613,0
42,Fundamental,Divorciado,Sudeste,0,Autônomo,5.3,2050.79,34400.0,60,3.74,Bom,591,0
51,Superior,Solteiro,Sudeste,0,CLT,3.9,3592.47,52900.0,24,2.18,Ruim,486,0
31,Superior,Solteiro,Nordeste,0,CLT,1.4,2970.21,49700.0,72,1.42,Ruim,475,0
36,Médio,Casado,Sudeste,2,CLT,2.3,3113.84,13800.0,60,1.81,Excelente,696,0
38,Fundamental,Casado,Sudeste,1,CLT,4.5,1838.14,17900.0,72,2.25,Excelente,644,0
29,Médio,Solteiro,Nordeste,2,CLT,0.4,2418.75,9800.0,72,2.46,Regular,458,1
45,Fundamental,Casado,Sudeste,2,Servidor Público,0.8,2424.04,37700.0,48,0.84,Excelente,651,0
36,Fundamental,Solteiro,Sul,0,Autônomo,0.1,2253.08,39000.0,24,2.01,Excelente,675,1
42,Médio,Solteiro,Sudeste,1,CLT,9.3,3764.44,28100.0,24,1.81,Regular,605,1
28,Médio,Solteiro,Centro-Oeste,1,Servidor Público,3.4,1708.41,18800.0,24,1.15,Bom,597,0
33,Médio,Solteiro,Sul,3,CLT,3.0,2903.58,21700.0,24,1.33,Regular,546,0
45,Médio,Casado,Sudeste,0,CLT,4.9,1320.0,11500.0,48,1.65,Excelente,722,1
33,Pós-graduação,Viúvo,Centro-Oeste,1,CLT,17.8,12048.86,122300.0,72,1.86,Bom,794,0
56,Pós-graduação,Casado,Nordeste,3,CLT,0.8,14265.93,150000.0,12,1.56,Regular,643,0
33,Superior,Casado,Sudeste,0,CLT,0.6,6405.88,33300.0,36,1.67,Bom,635,0
40,Médio,Solteiro,Nordeste,0,Servidor Público,1.4,2976.84,15900.0,48,1.35,Excelente,653,0
48,Médio,Casado,Sudeste,2,Autônomo,9.4,2271.09,13700.0,72,2.85,Excelente,683,0
22,Médio,Solteiro,Centro-Oeste,1,CLT,2.1,1940.6,7400.0,36,1.59,Bom,575,0
18,Superior,Casado,Sudeste,1,CLT,6.3,7660.71,96900.0,36,1.96,Excelente,784,0
21,Médio,Divorciado,Sul,2,CLT,0.9,1754.74,10300.0,36,1.56,Bom,608,0
51,Superior,Solteiro,Nordeste,1,Empresário,2.7,7315.45,70000.0,36,2.7,Bom,596,0
31,Pós-graduação,Casado,Sudeste,1,CLT,0.5,11061.53,146900.0,60,1.59,Bom,688,0
66,Médio,Solteiro,Sudeste,0,Autônomo,2.1,1948.2,19000.0,60,4.43,Excelente,626,0
31,Superior,Casado,Sudeste,2,CLT,1.2,5163.99,85700.0,72,2.3,Bom,585,1
40,Fundamental,Solteiro,Centro-Oeste,2,CLT,3.2,1689.91,24600.0,72,2.06,Bom,618,0
54,Médio,Casado,Sudeste,0,Empresário,6.1,3321.79,23600.0,72,2.23,Excelente,662,0
60,Médio,Solteiro,Sudeste,1,CLT,11.1,1485.05,7400.0,48,2.23,Regular,519,0
60,Médio,Casado,Sul,2,Autônomo,1.3,2460.39,40400.0,24,3.32,Regular,480,0
51,Superior,Casado,Sudeste,1,Servidor Público,5.4,8153.24,73000.0,24,1.33,Regular,551,0
49,Médio,Solteiro,Sudeste,1,Autônomo,8.7,3912.96,34200.0,48,3.83,Excelente,680,0
44,Médio,Casado,Sudeste,1,Servidor Público,0.5,2940.04,44500.0,72,1.37,Bom,600,0
46,Superior,Divorciado,Sul,0,Autônomo,3.5,8231.66,25900.0,48,2.51,Bom,629,1
31,Superior,Casado,Sudeste,1,CLT,3.8,4883.37,47700.0,72,1.69,Bom,630,0
28,Médio,Solteiro,Nordeste,2,Servidor Público,1.3,3348.3,45900.0,36,1.35,Excelente,670,0
37,Superior,Solteiro,Nordeste,1,Empresário,0.1,7658.56,120500.0,24,2.62,Ruim,490,0
36,Superior,Divorciado,Nordeste,1,CLT,1.2,5397.89,87900.0,60,2.27,Ruim,478,1
33,Médio,Casado,Sul,0,CLT,3.5,2443.83,24400.0,72,1.47,Bom,581,0
45,Fundamental,Casado,Norte,0,CLT,0.9,1320.0,20700.0,36,2.3,Regular,478,0
48,Médio,Solteiro,Sudeste,0,CLT,1.4,2585.21,9100.0,24,1.68,Bom,571,0
38,Superior,Casado,Norte,0,CLT,4.9,4939.12,37400.0,12,2.17,Bom,678,0
54,Superior,Solteiro,Sudeste,1,CLT,2.0,7078.44,22300.0,12,1.64,Regular,581,0
25,Superior,Divorciado,Sudeste,1,Servidor Público,0.3,3645.71,20000.0,36,1.11,Bom,597,0
35,Médio,Divorciado,Sudeste,0,CLT,2.0,1569.41,21800.0,36,2.24,Excelente,640,0
30,Fundamental,Solteiro,Sudeste,4,Servidor Público,33.5,2225.25,6800.0,48,1.46,Bom,734,0
18,Fundamental,Casado,Nordeste,1,Autônomo,1.2,2505.36,27200.0,48,3.45,Regular,562,1
37,Médio,Solteiro,Nordeste,2,CLT,1.2,2590.3,23900.0,48,2.12,Regular,551,0
36,Superior,Casado,Norte,0,CLT,0.7,4818.75,23300.0,48,2.09,Bom,587,0
54,Superior,Divorciado,Centro-Oeste,0,Autônomo,1.3,6488.93,86200.0,60,3.93,Bom,684,0
44,Médio,Casado,Sudeste,2,Empresário,3.4,4353.8,58300.0,36,2.4,Excelente,646,0
26,Médio,Solteiro,Sul,0,Servidor Público,13.4,2147.45,29800.0,36,0.95,Excelente,726,0
58,Médio,Solteiro,Norte,0,Servidor Público,3.7,2580.12,37400.0,36,1.44,Excelente,679,0
51,Médio,Divorciado,Sudeste,0,Servidor Público,2.1,2459.23,19000.0,12,1.49,Bom,623,0
44,Médio,Casado,Nordeste,0,CLT,2.0,2875.37,51500.0,36,2.31,Regular,509,0
35,Fundamental,Casado,Sudeste,1,CLT,0.1,1338.13,5500.0,24,1.97,Ruim,407,1
27,Médio,Solteiro,Sudeste,2,CLT,0.0,2830.81,36000.0,36,1.21,Bom,556,0
33,Fundamental,Solteiro,Norte,1,Autônomo,6.4,2272.8,39900.0,60,2.35,Regular,550,1
49,Médio,Viúvo,Sudeste,0,CLT,2.7,1645.5,10500.0,84,2.18,Excelente,640,0
58,Fundamental,Casado,Sudeste,2,Servidor Público,0.1,1320.0,9500.0,72,1.38,Excelente,632,0
54,Superior,Casado,Sudeste,0,CLT,1.3,7723.71,89900.0,60,1.22,Bom,664,0
32,Médio,Casado,Nordeste,2,CLT,1.8,3463.59,51000.0,60,1.24,Bom,596,0
25,Pós-graduação,Casado,Sul,3,Servidor Público,6.1,11488.03,91100.0,72,1.19,Excelente,791,0
39,Médio,Solteiro,Sul,0,Autônomo,2.3,1533.31,23800.0,60,2.02,Excelente,609,0
18,Médio,Solteiro,Sudeste,0,CLT,6.2,3405.2,22500.0,48,2.49,Bom,650,0
41,Médio,Casado,Sudeste,4,Empresário,4.0,2169.26,35000.0,48,2.83,Excelente,627,1
36,Fundamental,Casado,Sudeste,0,CLT,0.1,1320.0,9000.0,36,1.25,Bom,611,0
32,Superior,Casado,Sul,0,Autônomo,13.9,3707.83,45500.0,12,4.49,Ruim,507,0
20,Fundamental,Divorciado,Norte,1,Empresário,0.8,2593.5,21700.0,36,2.04,Regular,553,0
43,Pós-graduação,Casado,Norte,0,CLT,1.3,15515.98,121400.0,36,1.81,Excelente,800,0
32,Superior,Solteiro,Sudeste,4,Servidor Público,6.6,3310.27,27500.0,60,1.4,Excelente,713,0
25,Médio,Viúvo,Nordeste,0,Autônomo,0.8,1877.45,19700.0,72,3.55,Excelente,677,0
